loan_id,customer_id,has_late_payment,principal_amount,interest_rate,term_months,loan_type,loan_product,monthly_payment_est,annual_income,employment_status,industry_name,debt_to_income,payment_to_income,borrower_age_years,client_tenure_years,accounts_count,cards_count,disbursement_date,payments_total
575,1918,0,4504875.29,13.0441,120,MORTGAGE,Mortgage,86509.00,1543943.76,Employed,Public Sector,2.9178,0.6724,45.1,0.11,1,1,2025-06-28,6
576,1919,0,160000.42,20.5500,60,PERSONAL,Personal Loan,5406.68,521081.04,Student,,0.3071,0.1245,21.3,0.17,1,1,2025-07-02,5
577,1922,0,7968898.97,13.7452,300,MORTGAGE,Mortgage,117841.42,5115793.56,Employed,Energy,1.5577,0.2764,44.2,0.05,1,1,2025-11-19,1
578,1925,1,3475810.28,13.7887,300,MORTGAGE,Mortgage,51525.12,1492497.12,Employed,Transport,2.3289,0.4143,46.9,0.10,2,1,2025-06-28,6
579,1933,0,4324469.97,13.6347,120,MORTGAGE,Mortgage,85172.96,3635697.48,Employed,Tech,1.1894,0.2811,33.1,0.04,1,1,2025-08-24,4
580,1938,0,5459773.02,14.8755,120,MORTGAGE,Mortgage,113178.82,2301252.72,Employed,Manufacturing,2.3725,0.5902,42.1,0.06,1,1,2025-05-23,7
581,1941,0,366806.11,18.3445,24,PERSONAL,Personal Loan,20890.98,1432494.36,Employed,Hospitality,0.2561,0.1750,32.0,0.19,1,1,2025-05-08,7
582,1947,0,4286426.81,13.0388,240,MORTGAGE,Mortgage,64435.00,1113163.68,Employed,Energy,3.8507,0.6946,36.0,0.07,1,0,2025-08-15,4
583,1954,0,6576941.30,10.9235,240,MORTGAGE,Mortgage,87273.27,1964831.28,Employed,Tech,3.3473,0.5330,42.5,0.15,1,1,2025-10-24,2
584,1964,0,7259119.44,13.2467,300,MORTGAGE,Mortgage,104329.88,1044594.48,Employed,Education,6.9492,1.1985,45.5,0.11,1,1,2025-10-05,2
586,1966,0,5756198.62,12.0224,180,MORTGAGE,Mortgage,89648.32,1791397.20,Employed,Manufacturing,3.2132,0.6005,25.1,0.05,1,1,2025-07-17,4
587,1969,0,5907245.58,13.9283,240,MORTGAGE,Mortgage,93178.43,1801699.80,Employed,Retail,3.2787,0.6206,54.1,0.16,1,1,2025-04-06,8
589,1974,1,8813790.94,13.5511,120,MORTGAGE,Mortgage,172978.73,1688961.00,Employed,Public Sector,5.2185,1.2290,37.9,0.08,1,1,2025-07-14,5
590,1982,1,9685284.47,13.2610,120,MORTGAGE,Mortgage,187741.17,3161403.12,Self-employed,Public Sector,3.0636,0.7126,42.6,0.11,1,1,2025-10-05,2
591,1985,0,4374725.35,11.8043,300,MORTGAGE,Mortgage,57616.23,2226556.68,Employed,Manufacturing,1.9648,0.3105,57.8,0.10,1,1,2025-02-19,10
592,1989,0,605916.53,22.7959,48,PERSONAL,Personal Loan,24133.60,3918194.16,Employed,Hospitality,0.1546,0.0739,64.8,0.19,1,1,2025-04-03,8
594,1992,0,3397724.05,14.5884,180,MORTGAGE,Mortgage,60182.38,2071668.84,Employed,Professional Services,1.6401,0.3486,41.3,0.12,1,1,2025-05-06,7
595,1993,0,1082649.82,20.3915,48,PERSONAL,Personal Loan,40952.58,1627875.96,Employed,Construction,0.6651,0.3019,63.9,0.15,2,1,2025-06-15,6
596,2000,1,5296794.78,10.2552,120,MORTGAGE,Mortgage,89406.36,2404392.24,Employed,Professional Services,2.2030,0.4462,23.8,0.05,1,1,2025-02-23,10
597,2005,1,393533.92,24.0809,12,PERSONAL,Personal Loan,40691.70,896451.48,Employed,Energy,0.4390,0.5447,25.2,0.15,1,1,2025-05-02,7
598,2010,0,182319.74,19.7267,48,PERSONAL,Personal Loan,6795.47,2778989.52,Self-employed,Manufacturing,0.0656,0.0293,49.6,0.03,1,1,2025-08-06,4
599,2010,0,2421012.12,14.8830,240,MORTGAGE,Mortgage,40114.15,2778989.52,Self-employed,Manufacturing,0.8712,0.1732,49.7,0.12,1,1,2025-09-08,3
600,2012,0,345111.89,24.9682,12,PERSONAL,Personal Loan,35940.01,260324.16,Student,,1.3257,1.6567,20.5,0.07,2,1,2025-06-29,6
601,2014,0,271350.59,17.3711,12,PERSONAL,Personal Loan,26540.60,1692573.48,Employed,Construction,0.1603,0.1882,24.7,0.29,1,1,2025-06-17,6
603,2017,0,788397.74,21.0968,12,PERSONAL,Personal Loan,79560.37,2105014.92,Employed,Healthcare,0.3745,0.4535,49.9,0.23,1,1,2025-07-04,5
605,2027,0,195267.84,21.4484,12,PERSONAL,Personal Loan,19762.47,1445018.88,Employed,Finance,0.1351,0.1641,34.3,0.02,1,1,2025-11-04,1
606,2033,1,353279.85,19.7150,12,PERSONAL,Personal Loan,35244.08,583723.20,Student,,0.6052,0.7245,20.2,0.10,1,1,2025-03-10,9
607,2036,1,2741551.32,10.3260,240,MORTGAGE,Mortgage,35014.18,1621751.28,Employed,Manufacturing,1.6905,0.2591,63.4,0.08,1,1,2025-06-11,6
608,2037,0,5559357.16,14.6908,240,MORTGAGE,Mortgage,91223.49,2195727.72,Employed,Tech,2.5319,0.4986,48.8,0.05,1,1,2025-08-02,4
609,2043,0,151930.89,17.3985,12,PERSONAL,Personal Loan,14863.72,6501583.44,Employed,Healthcare,0.0234,0.0274,42.8,0.10,1,1,2025-05-17,7
610,2043,1,5666948.32,10.5613,240,MORTGAGE,Mortgage,73487.57,6501583.44,Employed,Healthcare,0.8716,0.1356,42.9,0.13,1,1,2025-05-31,7
611,2046,0,1409471.82,21.4536,48,PERSONAL,Personal Loan,54562.53,3857736.00,Employed,Education,0.3654,0.1697,45.7,0.04,1,1,2025-11-14,1
613,2050,0,1112860.27,22.2376,12,PERSONAL,Personal Loan,113361.14,2902776.12,Employed,Public Sector,0.3834,0.4686,52.2,0.09,1,1,2025-05-15,7
614,2051,0,847374.80,16.5228,12,PERSONAL,Personal Loan,82282.07,1883875.44,Employed,Professional Services,0.4498,0.5241,58.0,0.03,1,1,2025-11-01,2
615,2051,0,5925578.92,11.4273,120,MORTGAGE,Mortgage,105807.63,1883875.44,Employed,Professional Services,3.1454,0.6740,58.0,0.11,1,1,2025-11-28,1
616,2054,0,495140.69,17.2800,12,PERSONAL,Personal Loan,48391.75,1011250.92,Employed,Manufacturing,0.4896,0.5742,25.7,0.01,1,1,2025-10-31,2
617,2058,0,178881.14,18.3641,60,PERSONAL,Personal Loan,5718.84,391858.56,Retired,,0.4565,0.1751,66.2,0.11,1,1,2025-04-30,8
619,2065,0,1037762.24,18.5960,12,PERSONAL,Personal Loan,102562.04,2194740.36,Employed,Retail,0.4728,0.5608,56.9,0.02,1,1,2025-10-27,2
621,2069,1,1014607.01,21.5369,60,PERSONAL,Personal Loan,35119.69,5262113.88,Self-employed,Tech,0.1928,0.0801,43.8,0.02,1,1,2025-08-09,4
622,2074,0,381850.19,17.8420,12,PERSONAL,Personal Loan,37498.33,886173.72,Employed,Hospitality,0.4309,0.5078,45.5,0.26,1,1,2025-07-03,4
623,2075,0,946499.68,16.1082,48,PERSONAL,Personal Loan,32424.08,1707991.68,Employed,Energy,0.5542,0.2278,36.3,0.05,1,1,2025-07-14,5
624,2079,0,1330888.53,17.1483,48,PERSONAL,Personal Loan,46745.57,1212739.68,Employed,Energy,1.0974,0.4625,55.2,0.14,1,1,2025-05-07,7
625,2079,0,8439164.72,13.1103,120,MORTGAGE,Mortgage,162526.36,1212739.68,Employed,Energy,6.9588,1.6082,55.2,0.13,1,1,2025-05-06,7
626,2083,0,8049699.00,14.0883,300,MORTGAGE,Mortgage,121337.81,2193694.32,Employed,Hospitality,3.6695,0.6637,47.8,0.11,1,1,2025-10-07,2
627,2087,0,282789.28,18.6561,24,PERSONAL,Personal Loan,16179.34,394010.28,Retired,,0.7177,0.4928,73.2,0.05,1,1,2025-06-26,6
628,2088,0,232389.66,18.0385,12,PERSONAL,Personal Loan,22859.11,1194373.68,Employed,Construction,0.1946,0.2297,54.2,0.10,1,1,2025-05-28,7
629,2089,0,2194758.72,12.3441,300,MORTGAGE,Mortgage,29892.80,5221467.60,Employed,Public Sector,0.4203,0.0687,46.4,0.10,1,1,2025-03-01,10
630,2090,0,6025403.53,11.2677,300,MORTGAGE,Mortgage,76661.71,1810507.44,Employed,Healthcare,3.3280,0.5081,55.3,0.07,1,1,2025-10-09,2
631,2094,0,1083697.79,23.9371,36,PERSONAL,Personal Loan,51719.87,2365332.36,Employed,Transport,0.4582,0.2624,33.4,0.02,1,1,2025-06-11,6
632,2100,0,332894.62,18.4998,36,PERSONAL,Personal Loan,14379.14,2668092.24,Employed,Professional Services,0.1248,0.0647,27.6,0.26,2,1,2025-05-03,7
633,2102,1,296421.79,24.7489,48,PERSONAL,Personal Loan,12288.88,1956159.24,Employed,Finance,0.1515,0.0754,60.4,0.06,1,1,2025-03-26,9
634,2102,0,7695949.92,12.0111,180,MORTGAGE,Mortgage,119785.96,1956159.24,Employed,Finance,3.9342,0.7348,60.4,0.09,1,1,2025-04-06,8
635,2103,1,6037931.88,14.2014,240,MORTGAGE,Mortgage,96613.95,1163381.28,Employed,Energy,5.1900,0.9965,51.1,0.09,1,1,2025-09-23,3
636,2125,0,541192.80,23.0917,12,PERSONAL,Personal Loan,55513.62,1048342.44,Employed,Finance,0.5162,0.6354,62.1,0.02,1,0,2025-09-11,3
637,2126,0,7782230.12,14.7161,300,MORTGAGE,Mortgage,121377.50,6653907.00,Employed,Transport,1.1696,0.2189,47.7,0.13,1,1,2025-11-08,1
638,2130,0,647909.61,16.9315,12,PERSONAL,Personal Loan,63134.20,848864.52,Employed,Energy,0.7633,0.8925,31.0,0.03,1,1,2025-09-18,3
639,2140,0,8467362.25,12.4911,120,MORTGAGE,Mortgage,158700.24,1824882.72,Employed,Finance,4.6399,1.0436,51.5,0.14,1,1,2025-09-07,3
640,2147,0,1174361.41,21.4872,12,PERSONAL,Personal Loan,118891.57,1727542.68,Employed,Education,0.6798,0.8259,32.6,0.10,2,1,2025-07-14,5
641,2149,0,223736.83,19.5355,24,PERSONAL,Personal Loan,12964.71,2022812.88,Employed,Finance,0.1106,0.0769,30.9,0.02,1,1,2025-08-07,4
642,2150,1,9253215.27,14.9379,300,MORTGAGE,Mortgage,146030.39,1481695.68,Employed,Education,6.2450,1.1827,48.1,0.10,2,1,2025-02-19,10
643,2155,0,796118.87,17.7644,12,PERSONAL,Personal Loan,78128.72,3829026.48,Employed,Transport,0.2079,0.2449,43.4,0.01,1,1,2025-09-21,3
644,2161,0,731494.06,17.7607,60,PERSONAL,Personal Loan,23018.11,1880782.92,Employed,Transport,0.3889,0.1469,44.8,0.03,1,1,2025-08-19,4
645,2165,0,8447837.19,14.5392,180,MORTGAGE,Mortgage,149286.42,4765393.08,Employed,Retail,1.7727,0.3759,32.6,0.11,1,1,2025-11-29,1
647,2171,0,782796.18,23.8002,12,PERSONAL,Personal Loan,80758.60,1426130.64,Employed,Tech,0.5489,0.6795,36.8,0.03,1,1,2025-11-07,1
648,2173,0,983210.96,21.7584,60,PERSONAL,Personal Loan,34214.43,1951079.16,Self-employed,Public Sector,0.5039,0.2104,56.9,0.03,1,1,2025-07-09,5
649,2174,0,9086777.19,13.5854,180,MORTGAGE,Mortgage,153355.01,2089663.56,Employed,Finance,4.3484,0.8806,45.3,0.06,1,1,2025-09-24,3
650,2175,0,7121002.82,12.0916,300,MORTGAGE,Mortgage,95490.27,2358295.80,Employed,Education,3.0196,0.4859,46.0,0.08,1,1,2025-08-21,4
651,2178,0,7431742.11,11.0012,240,MORTGAGE,Mortgage,99097.33,4377810.96,Employed,Energy,1.6976,0.2716,40.9,0.11,1,1,2025-08-20,4
652,2179,0,704740.61,20.4547,36,PERSONAL,Personal Loan,31588.84,1267800.00,Employed,Tech,0.5559,0.2990,23.0,0.02,1,1,2025-09-15,3
653,2185,0,602807.62,22.1902,36,PERSONAL,Personal Loan,27891.67,4946066.40,Employed,Construction,0.1219,0.0677,57.0,0.13,2,1,2025-07-01,6
654,2186,0,938083.65,21.5634,12,PERSONAL,Personal Loan,95030.53,1514231.40,Employed,Public Sector,0.6195,0.7531,38.2,0.02,1,1,2025-11-11,1
655,2187,0,529253.53,18.2611,60,PERSONAL,Personal Loan,16874.85,1330585.08,Employed,Healthcare,0.3978,0.1522,39.0,0.10,1,1,2025-07-16,5
656,2190,1,330878.26,16.6632,24,PERSONAL,Personal Loan,18381.17,3375813.72,Employed,Hospitality,0.0980,0.0653,31.4,0.03,1,1,2025-07-22,5
657,2192,0,4546654.63,13.4794,120,MORTGAGE,Mortgage,88960.60,845324.88,Employed,Public Sector,5.3786,1.2629,31.3,0.13,1,1,2025-11-11,1
659,2203,0,1241775.19,17.4676,60,PERSONAL,Personal Loan,38771.95,4646248.44,Employed,Professional Services,0.2673,0.1001,57.4,0.31,2,0,2025-05-25,7
660,2203,1,8794328.31,10.8875,300,MORTGAGE,Mortgage,109104.64,4646248.44,Employed,Professional Services,1.8928,0.2818,57.3,0.15,1,0,2025-03-28,9
661,2211,0,2588507.48,12.4243,180,MORTGAGE,Mortgage,41180.93,2490135.72,Self-employed,Retail,1.0395,0.1985,41.5,0.07,1,1,2025-06-29,6
662,2216,0,708690.68,18.3995,24,PERSONAL,Personal Loan,40395.07,1998455.64,Employed,Manufacturing,0.3546,0.2426,52.4,0.01,1,1,2025-10-31,2
663,2216,0,8023482.69,10.6456,120,MORTGAGE,Mortgage,138041.35,1998455.64,Employed,Manufacturing,4.0148,0.8289,52.4,0.07,1,1,2025-11-22,1
664,2223,1,772004.19,21.4213,36,PERSONAL,Personal Loan,35225.67,1456878.72,Employed,Transport,0.5299,0.2901,53.0,0.03,1,1,2025-06-18,6
665,2223,0,3868601.50,13.6105,240,MORTGAGE,Mortgage,59997.17,1456878.72,Employed,Transport,2.6554,0.4942,53.1,0.13,1,1,2025-07-24,5
666,2225,0,4155506.47,11.4034,180,MORTGAGE,Mortgage,62575.23,3307226.52,Self-employed,Retail,1.2565,0.2270,43.5,0.08,1,1,2025-08-20,4
667,2229,1,864473.38,24.9478,48,PERSONAL,Personal Loan,35982.12,2355897.96,Employed,Finance,0.3669,0.1833,52.3,0.20,2,1,2025-04-05,8
668,2229,1,9395519.85,13.2522,300,MORTGAGE,Mortgage,135077.82,2355897.96,Employed,Finance,3.9881,0.6880,52.2,0.08,2,1,2025-02-22,10
669,2236,0,914218.59,20.2752,60,PERSONAL,Personal Loan,30683.61,2216205.12,Employed,Finance,0.4125,0.1661,41.9,0.03,1,1,2025-08-20,4
670,2236,0,8777600.63,14.6749,180,MORTGAGE,Mortgage,156106.46,2216205.12,Employed,Finance,3.9606,0.8453,42.0,0.09,1,1,2025-09-11,3
671,2237,0,9195463.21,12.9279,180,MORTGAGE,Mortgage,150150.93,1088708.40,Student,,8.4462,1.6550,16.9,0.12,1,1,2025-06-22,6
672,2239,0,342729.98,24.8138,12,PERSONAL,Personal Loan,35647.86,2426313.60,Employed,Education,0.1413,0.1763,28.5,0.03,1,1,2025-07-11,5
673,2239,0,9709515.05,11.8518,120,MORTGAGE,Mortgage,176808.65,2426313.60,Employed,Education,4.0018,0.8745,28.6,0.12,1,1,2025-08-12,4
674,2241,0,205404.68,24.6569,48,PERSONAL,Personal Loan,8499.80,1246031.28,Employed,Hospitality,0.1648,0.0819,52.7,0.02,1,1,2025-09-21,2
675,2243,1,989056.47,21.6146,12,PERSONAL,Personal Loan,100236.42,1857871.80,Employed,Tech,0.5324,0.6474,46.1,0.08,1,1,2025-03-14,9
676,2249,0,1338512.88,20.7986,36,PERSONAL,Personal Loan,60380.24,4618989.24,Employed,Transport,0.2898,0.1569,38.0,0.02,1,1,2025-10-14,2
677,2250,1,1113512.22,16.3766,24,PERSONAL,Personal Loan,61592.63,2031589.56,Self-employed,Hospitality,0.5481,0.3638,42.1,0.03,1,0,2025-10-09,2
678,2256,0,3818773.57,11.3714,120,MORTGAGE,Mortgage,68010.45,1525449.48,Self-employed,Tech,2.5034,0.5350,32.7,0.10,1,1,2025-10-28,2
679,2259,0,1047438.46,21.5721,12,PERSONAL,Personal Loan,106116.08,3582459.00,Employed,Public Sector,0.2924,0.3555,52.2,0.03,1,1,2025-11-04,1
680,2259,0,2017314.58,13.9489,120,MORTGAGE,Mortgage,40260.39,3582459.00,Employed,Public Sector,0.5631,0.1349,52.2,0.07,1,1,2025-11-18,1
681,2263,0,415663.79,16.3997,48,PERSONAL,Personal Loan,14340.30,2776108.56,Employed,Manufacturing,0.1497,0.0620,60.8,0.21,2,1,2025-05-01,8
682,2263,0,4614002.34,10.2667,180,MORTGAGE,Mortgage,65108.83,2776108.56,Employed,Manufacturing,1.6620,0.2814,60.6,0.08,2,1,2025-03-15,9
685,2275,0,509525.97,17.5532,48,PERSONAL,Personal Loan,18068.30,2205471.36,Employed,Manufacturing,0.2310,0.0983,63.9,0.33,2,1,2025-07-06,5
686,2275,0,4760396.93,14.3010,180,MORTGAGE,Mortgage,83178.68,2205471.36,Employed,Manufacturing,2.1584,0.4526,63.6,0.08,1,1,2025-04-06,8
687,2276,1,5311964.86,10.9630,120,MORTGAGE,Mortgage,92795.60,2153392.80,Employed,Finance,2.4668,0.5171,33.2,0.08,1,1,2025-05-23,7
688,2277,0,5048924.82,10.9993,300,MORTGAGE,Mortgage,63108.62,5599762.08,Employed,Education,0.9016,0.1352,43.3,0.08,1,1,2025-11-15,1
689,2281,1,1167100.76,18.9832,60,PERSONAL,Personal Loan,37914.44,2242461.60,Employed,Construction,0.5205,0.2029,39.6,0.22,2,1,2025-05-22,7
690,2283,0,480288.69,21.6319,48,PERSONAL,Personal Loan,18663.98,1278477.36,Employed,Tech,0.3757,0.1752,38.9,0.01,1,1,2025-08-01,5
691,2284,0,7708093.14,11.8001,120,MORTGAGE,Mortgage,140031.00,3424453.92,Employed,Hospitality,2.2509,0.4907,44.7,0.06,1,0,2025-06-21,5
692,2287,1,660003.36,22.2882,60,PERSONAL,Personal Loan,23258.63,976573.44,Employed,Education,0.6758,0.2858,23.9,0.12,1,1,2025-07-14,5
693,2289,0,1018817.87,22.3738,48,PERSONAL,Personal Loan,40221.06,1577261.28,Employed,Education,0.6459,0.3060,34.1,0.02,1,1,2025-07-16,5
694,2316,0,116365.11,17.6860,48,PERSONAL,Personal Loan,4139.30,2123771.88,Employed,Tech,0.0548,0.0234,48.3,0.02,1,1,2025-11-07,1
695,2326,0,327816.04,23.2702,36,PERSONAL,Personal Loan,15462.96,1304165.40,Employed,Energy,0.2514,0.1423,44.9,0.31,1,1,2025-06-02,6
696,2329,0,730767.02,16.3882,24,PERSONAL,Personal Loan,40428.59,1842969.72,Employed,Tech,0.3965,0.2632,37.7,0.03,1,1,2025-07-04,5
697,2330,0,237111.22,16.9401,36,PERSONAL,Personal Loan,9933.66,796588.44,Student,,0.2977,0.1496,20.4,0.07,1,1,2025-03-20,9
698,2332,0,1053443.71,16.8888,24,PERSONAL,Personal Loan,58719.65,4601471.76,Employed,Tech,0.2289,0.1531,54.0,0.17,1,1,2025-06-30,6
701,2339,0,770959.92,21.2190,24,PERSONAL,Personal Loan,45755.83,1265805.72,Employed,Hospitality,0.6091,0.4338,30.0,0.25,2,1,2025-05-29,7
702,2348,0,276068.85,19.3513,36,PERSONAL,Personal Loan,12120.49,1210670.16,Employed,Public Sector,0.2280,0.1201,30.8,0.02,1,1,2025-09-12,3
703,2349,0,7941065.54,14.7093,120,MORTGAGE,Mortgage,163515.14,827950.56,Self-employed,Healthcare,9.5912,2.3699,60.8,0.16,1,1,2025-06-20,6
704,2360,0,1175406.17,17.9911,60,PERSONAL,Personal Loan,37212.48,1917613.32,Employed,Finance,0.6130,0.2329,64.8,0.19,1,1,2025-05-31,7
705,2369,0,9179924.72,12.3856,180,MORTGAGE,Mortgage,145748.64,3461950.92,Employed,Tech,2.6517,0.5052,53.5,0.07,1,1,2025-08-09,4
706,2376,0,332816.22,16.0832,48,PERSONAL,Personal Loan,11394.30,1496877.48,Employed,Retail,0.2223,0.0913,34.4,0.09,1,1,2025-06-07,6
707,2376,0,7094720.93,14.9425,120,MORTGAGE,Mortgage,147466.73,1496877.48,Employed,Retail,4.7397,1.1822,34.4,0.11,1,1,2025-06-13,5
708,2377,0,822749.06,17.9252,36,PERSONAL,Personal Loan,35144.09,1181614.44,Employed,Manufacturing,0.6963,0.3569,31.9,0.07,1,1,2025-06-12,6
709,2378,1,6911502.80,12.4906,180,MORTGAGE,Mortgage,110337.92,2704424.28,Employed,Manufacturing,2.5556,0.4896,61.4,0.09,1,1,2025-02-24,10
710,2382,0,247622.28,20.0776,48,PERSONAL,Personal Loan,9301.85,4249002.60,Employed,Transport,0.0583,0.0263,56.6,0.25,2,1,2025-05-09,7
711,2386,0,174329.17,23.4820,60,PERSONAL,Personal Loan,6316.82,4034711.52,Self-employed,Energy,0.0432,0.0188,48.8,0.27,2,1,2025-06-10,6
712,2391,0,6860004.09,11.1321,300,MORTGAGE,Mortgage,86505.22,824197.68,Employed,Healthcare,8.3233,1.2595,46.7,0.14,2,1,2025-10-28,2
713,2396,0,418349.80,22.0501,48,PERSONAL,Personal Loan,16402.83,1299121.20,Employed,Transport,0.3220,0.1515,40.7,0.01,1,1,2025-08-13,4
714,2396,0,3911644.96,13.2811,180,MORTGAGE,Mortgage,65023.82,1299121.20,Employed,Transport,3.0110,0.6006,40.8,0.16,2,1,2025-10-07,2
715,2400,0,619609.31,22.5823,60,PERSONAL,Personal Loan,21986.99,1192477.08,Employed,Tech,0.5196,0.2213,30.4,0.08,1,1,2025-06-15,6
716,2403,0,2806808.46,14.2502,300,MORTGAGE,Mortgage,42687.35,1149304.20,Self-employed,Manufacturing,2.4422,0.4457,47.6,0.11,1,1,2025-07-19,5
717,2405,0,494501.56,24.4367,48,PERSONAL,Personal Loan,20372.10,859587.48,Employed,Finance,0.5753,0.2844,25.8,0.03,1,1,2025-08-07,4
718,2412,1,563740.17,22.9895,12,PERSONAL,Personal Loan,57778.43,1499149.44,Employed,Public Sector,0.3760,0.4625,27.7,0.37,1,1,2025-06-12,6
719,2419,0,400500.57,22.6384,60,PERSONAL,Personal Loan,14230.59,903182.88,Student,,0.4434,0.1891,18.2,0.07,1,1,2025-07-01,6
720,2424,0,982977.56,17.2145,12,PERSONAL,Personal Loan,96016.02,1887317.16,Employed,Transport,0.5208,0.6105,37.0,0.27,3,1,2025-05-18,7
722,2427,0,2558146.45,12.1206,120,MORTGAGE,Mortgage,47156.45,2168078.16,Employed,Retail,1.1799,0.2610,41.7,0.06,1,1,2025-07-26,5
724,2430,0,680494.00,18.1321,60,PERSONAL,Personal Loan,21623.89,2195849.28,Employed,Education,0.3099,0.1182,61.4,0.05,1,1,2025-04-04,8
725,2435,0,1024985.97,22.9794,60,PERSONAL,Personal Loan,36711.07,2088557.04,Employed,Construction,0.4908,0.2109,41.1,0.01,1,1,2025-07-17,5
726,2436,0,707028.05,23.4158,60,PERSONAL,Personal Loan,25580.16,1849190.52,Employed,Education,0.3823,0.1660,60.9,0.20,1,1,2025-06-11,6
727,2443,0,1258329.97,18.5885,60,PERSONAL,Personal Loan,40464.22,2008161.96,Self-employed,Construction,0.6266,0.2418,52.5,0.04,1,1,2025-05-30,7
728,2443,0,4797061.79,13.7759,300,MORTGAGE,Mortgage,71060.08,2008161.96,Self-employed,Construction,2.3888,0.4246,52.6,0.10,1,1,2025-06-21,6
729,2448,0,745609.47,20.6454,12,PERSONAL,Personal Loan,74961.96,2148081.48,Employed,Energy,0.3471,0.4188,48.9,0.02,1,1,2025-09-02,3
730,2459,0,255803.77,23.7106,12,PERSONAL,Personal Loan,26371.36,5588025.96,Employed,Public Sector,0.0458,0.0566,43.7,0.02,1,1,2025-08-23,4
731,2467,1,236773.61,18.8118,12,PERSONAL,Personal Loan,23442.92,1608931.80,Employed,Finance,0.1472,0.1748,23.4,0.11,1,1,2025-04-21,8
732,2471,0,4733458.53,13.1103,180,MORTGAGE,Mortgage,78011.21,1984585.56,Employed,Hospitality,2.3851,0.4717,25.9,0.07,1,1,2025-01-31,11
733,2472,0,1283650.56,18.8219,60,PERSONAL,Personal Loan,41528.13,4113545.88,Employed,Tech,0.3121,0.1211,51.2,0.21,1,1,2025-06-16,6
734,2474,0,870428.46,16.3048,12,PERSONAL,Personal Loan,84362.51,1054042.80,Employed,Manufacturing,0.8258,0.9604,30.3,0.26,2,1,2025-07-02,5
736,2480,0,899042.03,20.5258,12,PERSONAL,Personal Loan,90298.13,2754811.44,Employed,Transport,0.3264,0.3933,24.3,0.16,1,1,2025-05-20,7
737,2480,0,5010576.14,10.6432,300,MORTGAGE,Mortgage,61142.39,2754811.44,Employed,Transport,1.8188,0.2663,24.2,0.08,1,1,2025-04-22,7
738,2486,1,668929.71,20.5789,48,PERSONAL,Personal Loan,25407.57,1201619.28,Employed,Tech,0.5567,0.2537,53.2,0.02,1,1,2025-11-08,1
740,2490,0,9363682.33,13.0589,180,MORTGAGE,Mortgage,153919.95,3800380.44,Employed,Retail,2.4639,0.4860,37.1,0.13,1,1,2025-03-31,9
741,2493,0,1158862.59,22.4661,12,PERSONAL,Personal Loan,118267.82,1780241.40,Employed,Construction,0.6510,0.7972,38.4,0.01,1,1,2025-07-14,5
742,2494,0,5438876.28,11.7468,240,MORTGAGE,Mortgage,75903.14,5149896.00,Employed,Public Sector,1.0561,0.1769,50.8,0.16,1,1,2025-10-09,2
743,2496,0,733691.30,18.4434,12,PERSONAL,Personal Loan,72417.41,1396028.16,Employed,Tech,0.5256,0.6225,53.1,0.08,1,1,2025-05-30,7
744,2501,0,299403.12,20.3473,36,PERSONAL,Personal Loan,13393.46,3729590.52,Employed,Public Sector,0.0803,0.0431,45.4,0.03,1,1,2025-08-03,4
745,2509,1,700683.71,23.2830,36,PERSONAL,Personal Loan,33058.45,2420039.16,Self-employed,Finance,0.2895,0.1639,47.1,0.03,1,1,2025-02-20,9
746,2510,0,774779.19,22.9503,48,PERSONAL,Personal Loan,30959.08,1789311.00,Employed,Energy,0.4330,0.2076,50.3,0.19,1,1,2025-06-28,6
747,2510,1,2667913.20,14.0546,120,MORTGAGE,Mortgage,53479.65,1789311.00,Employed,Energy,1.4910,0.3587,50.1,0.05,1,1,2025-05-05,7
748,2512,0,333844.87,23.6982,24,PERSONAL,Personal Loan,20503.14,1781573.04,Employed,Professional Services,0.1874,0.1381,26.4,0.36,1,1,2025-05-17,7
749,2513,1,144953.00,21.7459,36,PERSONAL,Personal Loan,6653.25,2858312.16,Employed,Education,0.0507,0.0279,32.9,0.08,1,1,2025-06-18,6
750,2515,1,4875750.84,13.7423,120,MORTGAGE,Mortgage,96467.95,1844697.36,Employed,Professional Services,2.6431,0.6275,40.7,0.07,1,1,2025-10-09,2
751,2517,0,313652.50,22.3279,36,PERSONAL,Personal Loan,14548.57,512474.28,Employed,Energy,0.6120,0.3407,32.1,0.01,1,1,2025-08-22,4
752,2522,0,3707356.88,14.7439,300,MORTGAGE,Mortgage,57908.61,3646382.04,Employed,Professional Services,1.0167,0.1906,42.0,0.09,1,1,2025-08-01,5
753,2533,1,3334240.45,10.4548,180,MORTGAGE,Mortgage,47572.57,2179696.92,Employed,Healthcare,1.5297,0.2619,41.0,0.11,1,1,2025-02-24,9
754,2537,1,861316.63,24.4193,60,PERSONAL,Personal Loan,31882.57,2059659.48,Self-employed,Healthcare,0.4182,0.1858,39.4,0.02,1,0,2025-09-11,3
755,2540,0,714347.27,21.3919,12,PERSONAL,Personal Loan,72263.31,554252.16,Employed,Tech,1.2888,1.5646,40.2,0.03,1,1,2025-11-06,1
756,2543,0,993448.20,16.0841,24,PERSONAL,Personal Loan,54709.28,1873204.20,Employed,Hospitality,0.5303,0.3505,34.4,0.05,1,1,2025-06-24,5
